Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T105_001,SE_T111_001,SE_T111_002,SE_T111_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T116_004,SE_T116_005,SE_T116_006,SE_T116_007,SE_T116_008,SE_T116_009,SE_T116_010,SE_T116_011
"Census Tract CJ007100","Census Tract CJ007100, Camden County, New Jersey","140","340070CJ007100","34","0CJ0071000","340","0070","G3400070CJ0071","3400070CJ0071","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,4596,4596,4588,2,6,1129,1109,515,828,724,658,34,1997,1921,1125,1105,515,828,724,658,34,1997,1921,4,4,0,0,0,0,0,0,0,1177,12,18,27,51,68,151,217,209,154,67,170,29,4,1199,1173,1145,28,1188,1173,1137,1134,3,36,36,0,15,6,9
"Census Tract CJ007200","Census Tract CJ007200, Camden County, New Jersey","140","340070CJ007200","34","0CJ0072000","340","0070","G3400070CJ0072","3400070CJ0072","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3800,3800,3793,0,7,883,858,338,583,526,449,122,1487,1396,883,858,338,583,526,449,122,1487,1396,0,0,0,0,0,0,0,0,0,1071,62,24,58,65,100,152,207,132,81,76,94,20,0,1062,1034,902,132,1044,1034,902,900,2,132,132,0,10,6,4
"Census Tract CJ007300","Census Tract CJ007300, Camden County, New Jersey","140","340070CJ007300","34","0CJ0073000","340","0070","G3400070CJ0073","3400070CJ0073","1960","22","004",1,0,0,0,0,0,0,0,0,0,0,4199,4199,3702,494,3,1101,1070,444,783,687,631,159,1952,1831,986,962,399,704,625,572,120,1753,1655,115,108,45,79,62,59,39,199,176,1138,71,44,52,64,83,200,179,92,152,53,129,19,0,1109,1083,996,87,1096,1083,996,881,115,87,76,11,13,5,8
"Census Tract CJ007400","Census Tract CJ007400, Camden County, New Jersey","140","340070CJ007400","34","0CJ0074000","340","0070","G3400070CJ0074","3400070CJ0074","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,4839,4839,4818,18,3,1134,1111,510,853,776,683,139,2036,1964,1130,1107,506,849,776,683,139,2028,1956,4,4,4,4,0,0,0,8,8,1330,49,82,47,50,115,173,178,177,139,111,181,28,0,1324,1257,1120,137,1288,1257,1120,1116,4,137,136,1,31,6,25
"Census Tract CJ007500","Census Tract CJ007500, Camden County, New Jersey","140","340070CJ007500","34","0CJ0075000","340","0070","G3400070CJ0075","3400070CJ0075","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3784,3784,3733,44,7,906,881,401,618,591,518,103,1615,1519,898,873,397,614,587,514,103,1560,1468,8,8,4,4,4,4,0,55,51,1032,111,27,35,62,81,151,163,91,74,56,154,27,0,1064,990,939,51,1012,990,924,914,10,66,63,3,22,1,21
"Census Tract CJ007600","Census Tract CJ007600, Camden County, New Jersey","140","340070CJ007600","34","0CJ0076000","340","0070","G3400070CJ0076","3400070CJ0076","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,2141,2141,2135,0,6,511,497,264,364,348,319,39,972,931,503,489,256,356,340,311,39,961,920,8,8,8,8,8,8,0,11,11,548,40,30,14,20,52,71,52,100,55,56,50,8,0,592,545,488,57,571,545,488,487,1,57,57,0,26,2,24
"Census Tract CJ007700","Census Tract CJ007700, Camden County, New Jersey","140","340070CJ007700","34","0CJ0077000","340","0070","G3400070CJ0077","3400070CJ0077","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3632,3632,3516,112,4,877,847,367,609,548,484,117,1463,1371,858,833,363,600,539,475,105,1420,1333,19,14,4,9,9,9,12,43,38,1029,73,31,72,78,137,114,149,118,86,57,101,13,0,1050,973,854,119,1004,973,854,831,23,119,112,7,31,5,26
"Census Tract CJ007800","Census Tract CJ007800, Camden County, New Jersey","140","340070CJ007800","34","0CJ0078000","340","0070","G3400070CJ0078","3400070CJ0078","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3703,3703,3703,0,0,883,858,373,572,622,525,98,1545,1451,883,858,373,572,622,525,98,1545,1451,0,0,0,0,0,0,0,0,0,1013,36,63,47,66,131,202,137,118,71,59,71,12,0,1045,993,941,52,1015,993,941,941,0,52,52,0,22,5,17
"Census Tract CJ007900","Census Tract CJ007900, Camden County, New Jersey","140","340070CJ007900","34","0CJ0079000","340","0070","G3400070CJ0079","3400070CJ0079","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,2028,2028,2028,0,0,506,483,131,289,249,204,64,719,670,506,483,131,289,249,204,64,719,670,0,0,0,0,0,0,0,0,0,600,36,36,15,35,43,107,36,67,60,30,117,11,7,603,583,486,97,592,583,486,486,0,97,97,0,9,4,5
"Census Tract CJ008000","Census Tract CJ008000, Camden County, New Jersey","140","340070CJ008000","34","0CJ0080000","340","0070","G3400070CJ0080","3400070CJ0080","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,4308,4308,4306,1,1,1071,1035,486,793,730,655,78,1766,1649,1071,1035,486,793,730,655,78,1766,1649,0,0,0,0,0,0,0,0,0,1183,42,19,28,50,60,183,202,143,150,104,175,23,4,1208,1147,1067,80,1191,1147,1067,1066,1,80,80,0,44,1,43
"Census Tract CJ008100","Census Tract CJ008100, Camden County, New Jersey","140","340070CJ008100","34","0CJ0081000","340","0070","G3400070CJ0081","3400070CJ0081","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,474,474,474,0,0,107,107,48,76,72,60,3,201,201,107,107,48,76,72,60,3,201,201,0,0,0,0,0,0,0,0,0,119,3,0,0,0,0,17,28,16,12,20,19,4,0,119,119,111,8,121,119,110,110,0,9,9,0,2,2,0
"Census Tract CJ008200","Census Tract CJ008200, Camden County, New Jersey","140","340070CJ008200","34","0CJ0082000","340","0070","G3400070CJ0082","3400070CJ0082","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,10519,10519,10236,266,17,2273,2207,984,1572,1573,1335,609,3860,3557,2252,2190,981,1566,1564,1329,579,3837,3544,21,17,3,6,9,6,30,23,13,2908,431,123,125,121,185,365,442,304,244,209,314,45,0,2666,2459,2270,189,2505,2459,2270,2245,25,189,178,11,46,15,31
"Census Tract CJ008300","Census Tract CJ008300, Camden County, New Jersey","140","340070CJ008300","34","0CJ0083000","340","0070","G3400070CJ0083","3400070CJ0083","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,5585,5577,5569,3,5,1362,1321,402,828,738,623,141,2079,1911,1358,1317,402,824,738,623,141,2075,1907,4,4,0,4,0,0,0,4,4,1560,83,72,48,109,150,218,259,161,145,133,166,12,4,1613,1512,1307,205,1527,1512,1309,1306,3,203,203,0,15,9,6
"Census Tract CJ008400","Census Tract CJ008400, Camden County, New Jersey","140","340070CJ008400","34","0CJ0084000","340","0070","G3400070CJ0084","3400070CJ0084","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,1487,1495,1392,89,14,377,364,168,244,211,180,39,626,549,360,347,158,230,201,173,39,574,513,17,17,10,14,10,7,0,52,36,420,62,21,24,34,38,67,50,31,36,11,35,7,4,443,403,341,62,403,403,339,322,17,64,55,9,0,0,0
"Census Tract CJ008500","Census Tract CJ008500, Camden County, New Jersey","140","340070CJ008500","34","0CJ0085000","340","0070","G3400070CJ0085","3400070CJ0085","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3969,3959,3938,9,12,943,915,344,561,497,434,154,1471,1250,943,915,344,561,497,434,154,1450,1250,0,0,0,0,0,0,0,21,0,1163,102,71,73,77,115,231,191,85,75,43,92,8,0,1320,1132,1029,103,1185,1128,1025,1023,2,103,101,2,57,3,54
"Census Tract CJ008600","Census Tract CJ008600, Camden County, New Jersey","140","340070CJ008600","34","0CJ0086000","340","0070","G3400070CJ0086","3400070CJ0086","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3766,3766,3766,0,0,905,873,278,513,443,380,204,1204,1074,905,873,278,513,443,380,204,1200,1070,0,0,0,0,0,0,0,4,4,1222,110,63,119,114,94,187,138,111,90,62,122,12,0,1299,1160,983,177,1177,1160,983,983,0,177,177,0,17,7,10
"Census Tract CJ008700","Census Tract CJ008700, Camden County, New Jersey","140","340070CJ008700","34","0CJ0087000","340","0070","G3400070CJ0087","3400070CJ0087","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3578,3578,3574,2,2,897,873,339,630,504,465,114,1323,1246,897,873,339,630,504,465,114,1323,1246,0,0,0,0,0,0,0,0,0,1070,51,60,52,72,69,129,117,137,97,91,137,50,8,1085,1023,843,180,1047,1023,843,842,1,180,180,0,24,9,15
"Census Tract CJ008800","Census Tract CJ008800, Camden County, New Jersey","140","340070CJ008800","34","0CJ0088000","340","0070","G3400070CJ0088","3400070CJ0088","1960","22","004",1,0,0,0,0,0,0,0,0,0,0,3353,3363,2775,588,0,917,866,389,566,501,418,76,1638,1426,818,770,338,496,450,373,69,1327,1191,99,96,51,70,51,45,7,311,235,891,37,28,51,86,113,119,135,104,62,52,81,23,0,912,871,768,103,885,875,769,662,107,106,80,26,10,4,6
"Census Tract CJ008900","Census Tract CJ008900, Camden County, New Jersey","140","340070CJ008900","34","0CJ0089000","340","0070","G3400070CJ0089","3400070CJ0089","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,3809,3809,3769,40,0,926,875,308,580,458,393,248,1347,1139,926,875,308,580,458,393,248,1344,1139,0,0,0,0,0,0,0,3,0,1153,150,53,60,105,103,174,144,127,65,40,127,5,0,1147,1056,897,159,1077,1056,897,886,11,159,159,0,21,5,16
"Census Tract CJ009000","Census Tract CJ009000, Camden County, New Jersey","140","340070CJ009000","34","0CJ0090000","340","0070","G3400070CJ0090","3400070CJ0090","1960","22","004",1,0,0,0,0,1,0,0,0,0,1,384,384,183,201,0,174,148,32,39,92,31,35,157,114,108,92,20,27,53,19,19,113,89,66,56,12,12,39,12,16,44,25,125,15,15,12,28,15,12,8,0,0,0,12,8,0,130,115,97,18,118,115,86,44,42,29,12,17,3,1,2
"Census Tract CJ009100","Census Tract CJ009100, Camden County, New Jersey","140","340070CJ009100","34","0CJ0091000","340","0070","G3400070CJ0091","3400070CJ0091","1960","22","004",1,0,0,0,0,0,0,0,0,0,0,6023,6023,4934,1046,43,1016,978,307,591,518,429,286,1854,1462,873,843,271,535,462,393,210,1520,1258,143,135,36,56,56,36,76,334,204,1138,152,88,97,102,149,150,85,85,49,25,140,12,4,1205,1061,788,273,1115,1061,788,648,140,273,230,43,54,41,13
"Census Tract CJ009200","Census Tract CJ009200, Camden County, New Jersey","140","340070CJ009200","34","0CJ0092000","340","0070","G3400070CJ0092","3400070CJ0092","1960","22","004",1,0,0,0,0,0,0,0,0,0,0,3119,3119,2672,426,21,769,747,259,474,385,328,149,1418,1317,705,683,237,437,366,309,110,1200,1134,64,64,22,37,19,19,39,218,183,858,84,58,61,109,81,115,117,60,69,30,63,8,3,936,838,710,128,856,838,710,612,98,128,103,25,18,10,8
"Census Tract B0001000","Census Tract B0001000, Bucks County, Pennsylvania","140","420170B0001000","42","00B0001000","420","0170","G4200170B0001","4200170B0001","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,8394,8394,8314,73,7,2020,1953,710,1248,1126,937,316,3227,2894,2004,1940,710,1248,1123,937,296,3220,2894,16,13,0,0,3,0,20,7,0,2423,173,94,126,193,205,373,316,204,227,86,344,74,8,2433,2262,1906,356,2302,2262,1906,1892,14,356,348,8,40,15,25
"Census Tract B0002A00","Census Tract B0002A00, Bucks County, Pennsylvania","140","420170B0002A00","42","00B000200A","420","0170","G4200170B0002A","4200170B0002A","1960","23","009",1,0,0,0,0,0,0,0,0,0,0,4660,4660,3940,707,13,1272,1215,417,721,685,517,373,1968,1623,1138,1092,365,630,600,446,303,1660,1416,134,123,52,91,85,71,70,308,207,1513,99,99,114,141,134,228,211,148,115,71,126,27,0,1547,1430,1285,145,1451,1430,1285,1131,154,145,114,31,21,6,15
"Census Tract B0002B00","Census Tract B0002B00, Bucks County, Pennsylvania","140","420170B0002B00","42","00B000200B","420","0170","G4200170B0002B","4200170B0002B","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,2253,2253,2248,4,1,521,512,238,347,308,275,115,886,844,517,508,234,343,304,271,115,878,836,4,4,4,4,4,4,0,8,8,668,44,65,44,22,61,92,104,57,43,48,67,18,3,629,598,577,21,606,598,559,558,1,39,39,0,8,1,7
"Census Tract B0002C00","Census Tract B0002C00, Bucks County, Pennsylvania","140","420170B0002C00","42","00B000200C","420","0170","G4200170B0002C","4200170B0002C","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,4865,4865,4852,12,1,1127,1123,577,877,854,771,52,2249,2199,1122,1118,577,877,854,771,52,2249,2199,5,5,0,0,0,0,0,0,0,1204,40,21,8,31,83,207,217,232,153,65,139,8,0,1266,1197,1144,53,1236,1197,1144,1144,0,53,51,2,39,5,34
"Census Tract B0002D00","Census Tract B0002D00, Bucks County, Pennsylvania","140","420170B0002D00","42","00B000200D","420","0170","G4200170B0002D","4200170B0002D","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,3306,3306,3068,229,9,722,701,268,493,427,369,240,1596,1160,701,680,263,482,416,361,227,1426,1113,21,21,5,11,11,8,13,170,47,939,175,62,14,33,64,118,119,84,81,65,108,16,0,838,785,693,92,797,785,693,682,11,92,82,10,12,4,8
"Census Tract B0003A00","Census Tract B0003A00, Bucks County, Pennsylvania","140","420170B0003A00","42","00B000300A","420","0170","G4200170B0003A","4200170B0003A","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,8776,8776,8744,11,21,2041,1992,952,1491,1392,1248,160,3877,3646,2036,1987,952,1486,1392,1248,160,3869,3638,5,5,0,5,0,0,0,8,8,2263,82,56,89,134,224,402,347,285,224,181,191,44,4,2341,2217,2012,205,2282,2217,2012,2006,6,205,205,0,65,12,53
"Census Tract B0003B00","Census Tract B0003B00, Bucks County, Pennsylvania","140","420170B0003B00","42","00B000300B","420","0170","G4200170B0003B","4200170B0003B","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,5334,5334,5318,12,4,1283,1214,417,797,694,616,223,2018,1821,1283,1214,417,797,694,616,223,2018,1821,0,0,0,0,0,0,0,0,0,1571,76,109,70,124,216,293,208,144,127,79,121,4,0,1608,1524,1264,260,1549,1524,1264,1261,3,260,259,1,25,15,10
"Census Tract B0003C00","Census Tract B0003C00, Bucks County, Pennsylvania","140","420170B0003C00","42","00B000300C","420","0170","G4200170B0003C","4200170B0003C","1960","23","009",1,0,0,0,0,0,0,0,0,0,0,6821,6821,5575,1233,13,1723,1655,828,1247,1222,1023,153,3678,3152,1515,1460,709,1097,1055,896,131,3028,2653,208,195,119,150,167,127,22,650,499,1753,81,80,115,171,194,306,188,158,171,114,148,27,0,1809,1711,1144,567,1784,1711,1144,1096,48,567,346,221,73,43,30
"Census Tract B0004A00","Census Tract B0004A00, Bucks County, Pennsylvania","140","420170B0004A00","42","00B000400A","420","0170","G4200170B0004A","4200170B0004A","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,7609,7609,7594,4,11,1698,1660,974,1419,1367,1257,86,3822,3743,1698,1660,974,1419,1367,1257,86,3822,3743,0,0,0,0,0,0,0,0,0,1790,46,22,25,51,171,250,323,221,212,137,289,36,7,1796,1751,1585,166,1777,1751,1585,1582,3,166,166,0,26,9,17
"Census Tract B0004B00","Census Tract B0004B00, Bucks County, Pennsylvania","140","420170B0004B00","42","00B000400B","420","0170","G4200170B0004B","4200170B0004B","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,8365,8365,8324,1,40,1855,1825,1127,1605,1616,1490,54,4264,4101,1847,1817,1119,1597,1608,1482,54,4234,4071,8,8,8,8,8,8,0,30,30,1954,21,18,18,56,189,373,362,368,209,100,200,36,4,1996,1933,1702,231,1979,1933,1702,1695,7,231,230,1,46,15,31
"Census Tract B0004C00","Census Tract B0004C00, Bucks County, Pennsylvania","140","420170B0004C00","42","00B000400C","420","0170","G4200170B0004C","4200170B0004C","1960","23","009",1,0,0,0,0,0,0,0,0,0,0,2528,2528,1538,980,10,838,804,347,567,588,480,83,1506,1318,626,596,235,404,396,329,68,1016,903,212,208,112,163,192,151,15,490,415,708,28,34,38,74,67,100,87,69,53,54,88,16,0,746,679,584,95,737,679,584,396,188,95,58,37,58,3,55
"Census Tract B0004D00","Census Tract B0004D00, Bucks County, Pennsylvania","140","420170B0004D00","42","00B000400D","420","0170","G4200170B0004D","4200170B0004D","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,8158,8158,8134,12,12,1890,1871,1094,1570,1473,1348,44,3854,3717,1890,1871,1094,1570,1473,1348,44,3854,3717,0,0,0,0,0,0,0,0,0,1991,45,37,24,65,138,283,379,318,240,131,283,36,12,2037,1984,1793,191,2014,1984,1793,1789,4,191,191,0,30,12,18
"Census Tract B0004E00","Census Tract B0004E00, Bucks County, Pennsylvania","140","420170B0004E00","42","00B000400E","420","0170","G4200170B0004E","4200170B0004E","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,11685,11660,11645,1,14,2587,2578,1554,2244,2192,2043,114,5910,5664,2583,2574,1550,2240,2188,2039,114,5898,5652,4,4,4,4,4,4,0,12,12,2774,39,43,37,91,277,555,560,406,303,202,223,29,9,2829,2725,2482,243,2793,2728,2483,2480,3,245,244,1,65,14,51
"Census Tract B0004F00","Census Tract B0004F00, Bucks County, Pennsylvania","140","420170B0004F00","42","00B000400F","420","0170","G4200170B0004F","4200170B0004F","1960","23","009",1,0,0,0,1,1,0,0,0,1,1,22,47,47,0,0,5,5,0,5,0,0,9,4,4,5,5,0,5,0,0,9,4,4,0,0,0,0,0,0,0,0,0,14,0,0,5,0,4,0,0,0,5,0,0,0,0,13,13,8,5,12,10,7,7,0,3,3,0,2,1,1
"Census Tract B0005000","Census Tract B0005000, Bucks County, Pennsylvania","140","420170B0005000","42","00B0005000","420","0170","G4200170B0005","4200170B0005","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,3132,3132,3132,0,0,788,766,246,471,370,307,141,966,920,788,766,246,471,370,307,141,966,920,0,0,0,0,0,0,0,0,0,1032,56,65,33,121,133,194,107,81,49,28,152,13,0,996,979,717,262,992,979,717,717,0,262,262,0,13,4,9
"Census Tract B0006000","Census Tract B0006000, Bucks County, Pennsylvania","140","420170B0006000","42","00B0006000","420","0170","G4200170B0006","4200170B0006","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,5252,5252,4969,283,0,1202,1108,424,651,633,502,472,1763,1461,1154,1063,402,625,601,480,428,1645,1395,48,45,22,26,32,22,44,118,66,1733,196,154,126,176,246,191,148,119,99,79,145,54,0,1632,1569,889,680,1609,1569,889,843,46,680,642,38,40,33,7
"Census Tract B0007000","Census Tract B0007000, Bucks County, Pennsylvania","140","420170B0007000","42","00B0007000","420","0170","G4200170B0007","4200170B0007","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,3980,3980,3643,336,1,913,874,333,598,501,459,184,1642,1446,847,808,301,556,459,422,178,1452,1296,66,66,32,42,42,37,6,190,150,1155,82,71,59,115,204,156,156,83,49,67,97,16,0,1126,1095,829,266,1114,1095,829,787,42,266,241,25,19,13,6
"Census Tract B0008A00","Census Tract B0008A00, Bucks County, Pennsylvania","140","420170B0008A00","42","00B000800A","420","0170","G4200170B0008A","4200170B0008A","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,1766,1766,1728,24,14,450,446,174,288,221,197,92,651,611,447,443,174,285,221,197,78,634,599,3,3,0,3,0,0,14,17,12,548,48,39,45,63,46,65,49,4,26,27,84,48,4,577,500,360,140,536,500,360,358,2,140,136,4,36,17,19
"Census Tract B0008B00","Census Tract B0008B00, Bucks County, Pennsylvania","140","420170B0008B00","42","00B000800B","420","0170","G4200170B0008B","4200170B0008B","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,1874,1874,1874,0,0,498,473,214,318,314,262,7,770,709,498,473,214,318,314,262,7,770,709,0,0,0,0,0,0,0,0,0,499,11,11,18,29,44,105,70,52,64,20,68,7,0,526,499,459,40,502,499,470,470,0,29,29,0,3,0,3
"Census Tract B0008C00","Census Tract B0008C00, Bucks County, Pennsylvania","140","420170B0008C00","42","00B000800C","420","0170","G4200170B0008C","4200170B0008C","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,6176,6176,6174,2,0,1447,1441,841,1242,1219,1090,33,3015,2981,1443,1437,841,1242,1215,1090,33,3015,2981,4,4,0,0,4,0,0,0,0,1495,15,8,10,21,49,188,233,263,190,123,336,52,7,1511,1491,1443,48,1503,1491,1454,1454,0,37,37,0,12,5,7
"Census Tract B0008D00","Census Tract B0008D00, Bucks County, Pennsylvania","140","420170B0008D00","42","00B000800D","420","0170","G4200170B0008D","4200170B0008D","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,4900,4900,4873,9,18,1071,1071,629,931,818,770,53,2504,2428,1071,1071,629,931,818,770,42,2501,2428,0,0,0,0,0,0,11,3,0,1146,41,37,4,20,13,31,54,50,43,108,505,200,40,1134,1108,1047,61,1119,1108,1060,1056,4,48,48,0,11,4,7
"Census Tract B0008E00","Census Tract B0008E00, Bucks County, Pennsylvania","140","420170B0008E00","42","00B000800E","420","0170","G4200170B0008E","4200170B0008E","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,8399,8399,8361,9,29,1886,1870,1291,1688,1612,1519,66,4276,4177,1878,1862,1287,1680,1604,1511,62,4236,4141,8,8,4,8,8,8,4,40,36,1970,35,25,20,53,184,277,408,326,245,123,244,26,4,1969,1954,1845,109,1955,1954,1845,1839,6,109,109,0,1,1,0
"Census Tract B0009000","Census Tract B0009000, Bucks County, Pennsylvania","140","420170B0009000","42","00B0009000","420","0170","G4200170B0009","4200170B0009","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,3779,3779,3774,1,4,932,904,326,639,508,469,84,1533,1467,932,904,326,639,508,469,84,1533,1467,0,0,0,0,0,0,0,0,0,1049,33,35,27,73,91,132,175,132,94,72,141,36,8,1166,1026,938,88,1048,1026,938,936,2,88,88,0,22,6,16
"Census Tract B0010000","Census Tract B0010000, Bucks County, Pennsylvania","140","420170B0010000","42","00B0010000","420","0170","G4200170B0010","4200170B0010","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,968,968,968,0,0,255,251,88,146,119,97,31,361,309,255,251,88,146,119,97,31,361,309,0,0,0,0,0,0,0,0,0,291,25,10,3,10,60,45,27,43,14,13,26,7,8,305,287,189,98,289,287,189,189,0,98,98,0,2,2,0
"Census Tract B0011000","Census Tract B0011000, Bucks County, Pennsylvania","140","420170B0011000","42","00B0011000","420","0170","G4200170B0011","4200170B0011","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,2158,2158,2157,1,0,507,499,193,357,329,283,71,826,809,507,499,193,357,329,283,71,826,809,0,0,0,0,0,0,0,0,0,629,42,28,33,30,72,99,85,61,82,23,70,4,0,614,589,470,119,607,589,470,470,0,119,118,1,18,13,5
"Census Tract B0012000","Census Tract B0012000, Bucks County, Pennsylvania","140","420170B0012000","42","00B0012000","420","0170","G4200170B0012","4200170B0012","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,1506,1506,1462,44,0,230,222,52,115,89,69,229,572,272,222,214,52,115,85,69,224,566,272,8,8,0,0,4,0,5,6,0,455,112,81,11,57,4,19,0,33,29,16,58,23,12,251,251,219,32,251,251,216,207,9,35,32,3,0,0,0
"Census Tract B0013000","Census Tract B0013000, Bucks County, Pennsylvania","140","420170B0013000","42","00B0013000","420","0170","G4200170B0013","4200170B0013","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,1461,1461,1278,173,10,392,385,95,174,146,109,126,492,412,351,344,95,164,132,99,118,448,397,41,41,0,10,14,10,8,44,15,501,39,19,56,45,52,79,49,42,12,33,56,11,8,521,483,314,169,511,483,314,278,36,169,150,19,28,22,6
"Census Tract B0014A00","Census Tract B0014A00, Bucks County, Pennsylvania","140","420170B0014A00","42","00B001400A","420","0170","G4200170B0014A","4200170B0014A","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,4202,4202,4202,0,0,1149,1132,290,684,571,497,45,1539,1458,1149,1132,290,684,571,497,45,1539,1458,0,0,0,0,0,0,0,0,0,1225,12,36,30,40,75,105,224,158,133,106,248,58,0,1258,1201,1130,71,1233,1201,1152,1152,0,49,49,0,32,7,25
"Census Tract B0014B00","Census Tract B0014B00, Bucks County, Pennsylvania","140","420170B0014B00","42","00B001400B","420","0170","G4200170B0014B","4200170B0014B","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,6112,6112,6112,0,0,1542,1504,635,1075,1032,922,94,2471,2416,1542,1504,635,1075,1032,922,94,2471,2416,0,0,0,0,0,0,0,0,0,1654,36,44,44,72,125,235,272,201,187,140,219,63,16,1727,1635,1554,81,1668,1635,1554,1554,0,81,81,0,33,5,28
"Census Tract B0014C00","Census Tract B0014C00, Bucks County, Pennsylvania","140","420170B0014C00","42","00B001400C","420","0170","G4200170B0014C","4200170B0014C","1960","23","009",1,0,0,0,0,1,0,0,0,0,1,2305,2305,2304,1,0,561,548,253,382,372,318,65,969,903,561,548,253,382,372,318,65,969,903,0,0,0,0,0,0,0,0,0,640,29,4,19,42,61,139,96,73,59,32,62,24,0,703,628,573,55,646,628,591,591,0,37,37,0,18,6,12
